sku,name,vendor,product_type,price,description,tags,url
"""",Viltrox AF 56mm F1.2 Pro APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$580.00,"Prime APS-C 56mm (Tương đương 85mm Full-Frame). Khẩu độ F1.2 siêu sáng cho chụp chân dung & trong điều kiện thiếu sáng. Quang học chuẩn Pro: 13/8 thấu kính/thành phần (1 UA, 1 ED, 3 HR). Động cơ Viltrox Dual HyperVCM cho lấy nét tự động nhanh, yên tĩnh. Khoảng cách lấy nét tối thiểu 0.5 m. Thân máy kim loại toàn phần bền bỉ, chống chịu thời tiết. Ren gắn filter tiêu chuẩn 67mm. Cổng nâng cấp firmware USB-C.","AF, APS-C, Pro, Z-mount",https://viltrox.com/products/af-56mm-f1-2-z
"""",Viltrox AF 16mm F1.8 Full-Frame Lens for Leica L-Mount,Viltrox Store,ống kính máy ảnh,$580.00,"Ống kính prime góc rộng 16mm F1.8 cho full-frame. Quang học chính xác: 15/12 thấu kính (4 ED, 3 phi cầu). Lấy nét tự động STM nhanh, chính xác cho ảnh và video. Kết cấu bền bỉ với khả năng chống chịu thời tiết cao cấp. Kiểm soát méo ảnh và coma xuất sắc. Chuyển đổi lấy nét mượt mà với hiện tượng focus breathing tối thiểu. Ren lọc 77mm và thiết kế không dạng bầu.","AF, Full Frame, L-mount",https://viltrox.com/products/af-16mm-f1-8-l
"""",Viltrox NexusFocus F1 PL-E Autofocus Control System,Viltrox Store,Phụ kiện,$599.00,"Tự động lấy nét nguyên bản cho ống kính PL manual. Hiệu năng PDAF ở cấp độ máy ảnh. Điều khiển FIZ 3 kênh. Sẵn sàng cho chụp ảnh tĩnh và video với EXIF. Hiệu chỉnh bằng ứng dụng chỉ với một chạm. Độ chính xác không thị sai. Màn hình có đèn nền + điều khiển xúc giác. Vận hành bằng ứng dụng không dây. Nhỏ gọn, mạnh mẽ, hỗ trợ USB-C. Ngàm chống bụi & tiếp điểm chính xác.",mount adapter,https://viltrox.com/products/nexusfocus-pl-e-adapter
"""",Viltrox TC-2.0X Teleconverter for Nikon,Viltrox Store,"""",$280.00,"Mở rộng tiêu cự của bạn gấp đôi với khả năng tích hợp nguyên bản Nikon
Sức mạnh telephoto 2× với quang học chuẩn chuyên nghiệp
Lấy nét tự động nhanh và truyền EXIF đầy đủ
Kết quả ổn định, sắc nét ở khoảng cách cực xa
Thiết kế kín bụi cho chụp telephoto ngoài trời
Thiết kế nhỏ gọn với nâng cấp firmware qua USB","Accessories, Teleconverter, Z-mount",https://viltrox.com/products/tc-2-0x-teleconverter-for-nikon
"""",Vintage Z2 Mini TTL On-Camera Flash,Viltrox,Đèn flash máy ảnh,$35.99,"Thiết kế nhỏ gọn tinh tế, chỉ nặng 52g Thiết kế gập giúp nâng cao vị trí đèn flash và tăng tính di động Chế độ TTL cho Sony, Nikon, Fujifilm và Canon Điều khiển công suất thủ công 5 mức từ 1/1 đến 1/16 Lên đến 700 lần nháy mỗi lần sạc Sạc USB-C để nạp lại nhanh chóng và dễ dàng Ngàm hot shoe gắn nhanh",Flash,https://viltrox.com/products/vintage-z2-camera-flash
"""",Viltrox AF 35mm F1.8 EVO Full- Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$395.00,"Thiết kế APO cho màu sắc trung thực. Ống kính prime full-frame 35mm cho kể chuyện và các cảnh thường ngày. Khẩu độ F1.8 sáng cho bokeh mềm mại và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 13/10 thấu kính (2ED, 3HR, 1UA). Lấy nét tự động STM nhanh, chính xác cho ảnh tĩnh và video. Khoảng cách lấy nét tối thiểu 0,34m cho chi tiết cận cảnh. Thiết kế nhỏ gọn 355g với cảm giác cầm nắm thoải mái. Kết cấu bền bỉ với ngàm có gioăng cao su chống bụi, chống ẩm. Ren lọc 58mm và cổng nâng cấp firmware USB-C.","AF, EVO, FE-mount, Full Frame",https://viltrox.com/products/af-35mm-f1-8-fe
"""",Viltrox AF 55mm F1.8 EVO Full- Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$370.00,"Thiết kế APO cho màu sắc chân thực. Ống kính prime 55mm full-frame cho chân dung tự nhiên. Khẩu độ sáng F1.8 cho bokeh mềm và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 13/9 thấu kính (2ED, 2HR, 1UA). Lấy nét tự động STM nhanh, chính xác cho ảnh tĩnh và video. Khoảng cách lấy nét tối thiểu 0.43m cho chi tiết cận cảnh. Thiết kế nhỏ gọn 370g với cảm giác cầm nắm thoải mái. Cấu trúc bền bỉ với ngàm được bịt kín bằng cao su. Ren lọc 58mm và cổng nâng cấp firmware USB-C.","AF, EVO, FE-mount, Full Frame",https://viltrox.com/products/af-55mm-f1-8-fe
"""",Viltrox AF 35mm F1.8 EVO Full- Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$395.00,"Thiết kế APO cho màu sắc chân thực. Ống kính prime 35mm full-frame dành cho kể chuyện và chụp các cảnh thường ngày. Khẩu độ sáng F1.8 cho bokeh mềm mại và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 13/10 thấu kính (2ED, 3HR, 1UA). Lấy nét tự động STM nhanh và chính xác cho ảnh tĩnh và video. Khoảng cách lấy nét tối thiểu 0.34m để ghi lại chi tiết cận cảnh. Thiết kế nhỏ gọn 375g cho cảm giác cầm nắm thoải mái. Kết cấu bền bỉ với ngàm có gioăng cao su chống bụi. Ren lọc 58mm và cổng nâng cấp firmware USB-C.","AF, EVO, Full Frame, Z-mount",https://viltrox.com/products/af-35mm-f1-8-z
"""",Viltrox AF 55mm F1.8 EVO Full- Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$370.00,"Thiết kế APO cho màu sắc chân thực. Ống kính prime 55mm full-frame cho chân dung tự nhiên. Khẩu độ F1.8 sáng cho bokeh mềm và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 13/9 thấu kính (2ED, 2HR, 1UA). Lấy nét tự động STM nhanh, chính xác cho ảnh tĩnh và video. Khoảng cách lấy nét tối thiểu 0.43m cho chi tiết cận cảnh. Thiết kế nhỏ gọn 390g cho cảm giác cầm nắm thoải mái. Kết cấu bền bỉ với ngàm được bịt kín bằng cao su. Ngàm lọc 58mm và cổng nâng cấp firmware USB-C.","AF, EVO, Full Frame, Z-mount",https://viltrox.com/products/af-55mm-f1-8-z
"""",Viltrox Vintage Z1 Pro TTL Retro On-Camera Flash,Viltrox,Đèn flash máy ảnh,$59.99,"Đồng bộ tốc độ cao lên đến 1/8000s cho sự linh hoạt chụp ảnh tốt hơn. Chế độ flash TTL và Manual cho khả năng kiểm soát sáng tạo đa dạng. Thiết kế lấy cảm hứng cổ điển với phong cách cơ khí vượt thời gian. Giao diện cảm ứng kết hợp núm xoay cho thao tác trực quan. Công suất flash 24 Ws với thời gian hồi đèn nhanh 1s. Chế độ kích hoạt quang học S1/S2 cho thiết lập nhiều đèn flash. Tương thích ngàm hot shoe đa hệ thống, hỗ trợ rộng rãi nhiều máy ảnh. Lên đến 350 lần chụp ở công suất tối đa cho các buổi chụp kéo dài.",Flash,https://viltrox.com/products/vintage-z1-pro-camera-flash
